conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,label
1916895262142009469,Tue Apr 29 12:55:09 +0000 2025,42,@nateanara @kozirama Dian Sastro terkait dengan Pertamina melalui dua hal. Pertama suaminya Maulana Indraguna Sutowo adalah cucu Ibnu Sutowo mantan direktur Pertamina (1968-1976) yang kontroversial karena dugaan korupsi. Ini sering jadi bahan sarkasme di media sosial. Kedua Dian Sastro,1917200986910908673,,nateanara,in,,0,1,0,https://x.com/undefined/status/1917200986910908673,1720665183188922368,,negatif
1916853066902737379,Tue Apr 29 12:46:17 +0000 2025,0,@kompascom Ooooo.....teryata pertamina tiap tahun rugi itu emang benar...selain dari korupsi juga dari hal2 kayak gini,1917198752647139588,,kompascom,in,,0,0,0,https://x.com/undefined/status/1917198752647139588,2251965840,,negatif
1917006120545313183,Tue Apr 29 12:27:18 +0000 2025,0,@uclemidiot @CNNIndonesia @DPR_RI @prabowo @Puspen_TNI goblok bawa2 palestina akun nama kegobolkan eslam. lu tagih aja dari uang korupsi pertamina 1000 trilliun . bawa2 palestina . tolol,1917193977704636738,,uclemidiot,in,,0,0,0,https://x.com/undefined/status/1917193977704636738,1776714070135291904,,negatif
1916832228677652813,Tue Apr 29 12:20:38 +0000 2025,0,@RickyKardjono Hahahaaaaaaaaaa TNI AL ngutang BBM Pertamina Korupsi BBM Menteri BUMN diam selama ini https://t.co/InM9VmjSyT,1917192297973952928,https://pbs.twimg.com/media/Gps8PAWbEAAe4L0.png,RickyKardjono,in,,0,0,0,https://x.com/undefined/status/1917192297973952928,2817284527,,negatif
1917013796838846627,Tue Apr 29 12:05:25 +0000 2025,0,@ainunnajib Tabungan 500jt mulai bs bayangkan beli yg tersier Dan yg tersier ukurannya M. Gitu aja terus sih smpai orang2 pertamina kmrn tetep korupsi meski gaji 5M .. ya kurang wong Lambo 10M Selama ga ikut hadits untuk dunia lihat ke bawah ya bakal gitu terus,1917188470172471390,,ainunnajib,in,,0,0,0,https://x.com/undefined/status/1917188470172471390,70847259,,negatif
1917188437989638496,Tue Apr 29 12:05:17 +0000 2025,0,Ini Alasan Kejagung Periksa Direktur Keuangan Adaro Minerals di Kasus Korupsi Minyak Pertamina https://t.co/6Kxs57LKxg,1917188437989638496,,,in,,0,0,0,https://x.com/undefined/status/1917188437989638496,2728984603,,negatif
1917188328673411550,Tue Apr 29 12:04:51 +0000 2025,0,Ini Alasan Kejagung Periksa Direktur Keuangan Adaro Minerals di Kasus Korupsi Minyak Pertamina https://t.co/6Kxs57LKxg,1917188328673411550,,,in,,0,0,0,https://x.com/undefined/status/1917188328673411550,2728984603,,negatif
1917081410726224368,Tue Apr 29 11:58:51 +0000 2025,0,@ARSIPAJA Lah bayar koplak pantes pertamina rugi mulu selain di oplos di korupsi di utangin jugaa ampe triliunan.,1917186815267844335,,ARSIPAJA,in,,0,0,0,https://x.com/undefined/status/1917186815267844335,4092225373,,netral
1917052526626562269,Tue Apr 29 11:44:58 +0000 2025,0,@sbyfess Jujur yang chat ini beneran lucu dan menghibur timbanng s chat liyane pomaneh seng pertamina sini tak korupsi hatimu kontol kontol,1917183322427633739,,sbyfess,in,,0,0,0,https://x.com/undefined/status/1917183322427633739,616167037,,netral
1916853066902737379,Tue Apr 29 11:07:21 +0000 2025,0,@Toyoku4 @kompascom @kompascom Saya paham kekhawatiran Anda soal keadilan. Tunggakan TNI AL sebesar Rp 2 25 triliun ke Pertamina memang memicu tanda tanya besar apalagi saat rakyat diharapkan taat pajak. Belum ada bukti korupsi langsung di kasus ini tapi utang yang kini mencapai Rp 3 2 triliun,1917173858869903769,,Toyoku4,in,,0,0,0,https://x.com/undefined/status/1917173858869903769,1720665183188922368,,netral
1916853066902737379,Tue Apr 29 11:06:50 +0000 2025,0,@a___warasto7111 @kompascom @kompascom Manusia gharim tak disholati karena utang pribadi melanggar syariat. Institusi seperti TNI AL beda; utang Rp5 45 triliun ke Pertamina untuk operasional kapal bukan dosa syariah. KSAL minta diputihkan karena kebutuhan strategis tapi publik minta cek korupsi dulu.,1917173727852388605,,a___warasto7111,in,,0,0,0,https://x.com/undefined/status/1917173727852388605,1720665183188922368,,netral
1917171396968603740,Tue Apr 29 10:57:35 +0000 2025,0,Kalau uang korupsi PERTAMINA TAMBANG TIMAH DLL dapat membangun gedung sperti Burj Khalifa berapa gedung ya? Klo IKN gampang kan? Jadi Gedung Tertinggi di Dunia Segini Biaya Bangun Burj Khalifa https://t.co/oo85PG6JxG,1917171396968603740,,,in,,0,0,0,https://x.com/undefined/status/1917171396968603740,1865932800794431488,,negatif
1917081410726224368,Tue Apr 29 10:30:34 +0000 2025,0,@ARSIPAJA salah satu alasan mengapa pertamina merugi mulu selain korupsi ndak ada otak kemaren,1917164598438084846,,ARSIPAJA,in,,0,0,0,https://x.com/undefined/status/1917164598438084846,1358010245214212100,,netral
1917148504444768672,Tue Apr 29 09:26:37 +0000 2025,5,Kejaksaan Agung menjelaskan terkait pemeriksaan Direktur Keuangan PT Adaro Mineral Tbk Heri Gunawan sebagai saksi dalam kasus korupsi tata kelola minyak mentah dan produk kilang pada PT Pertamina. / #adaro #pertamina https://t.co/xIfRPKlwcn,1917148504444768672,,,in,,1,0,2,https://x.com/undefined/status/1917148504444768672,23343960,,netral
1917143397389025701,Tue Apr 29 09:06:19 +0000 2025,0,Korupsi pertamina 1000T belum asabri dll termasuk kasus gibran kaesang dan jokowi terduga korup,1917143397389025701,,,in,,0,0,0,https://x.com/undefined/status/1917143397389025701,1871783603086262273,,negatif
1917134236320141554,Tue Apr 29 08:29:55 +0000 2025,139,Apresiasi langkah Kejagung membongkar Mega korupsi Pertamina. Akan lebih keren lagi jika sasar juga Aktor utamanya. Ini yang dikhawatirkan jika asas Dominus Litis disahkan di RUU KUHAP dan RUU Kejaksaan. --- Mola Baila Video Mid Lane Innalillahi Vasektomi BBWS https://t.co/AWEYrH6dKq,1917134236320141554,https://pbs.twimg.com/ext_tw_video_thumb/1917134170998145024/pu/img/z-8skCK-JhBUHVfb.jpg,,in,,193,6,86,https://x.com/undefined/status/1917134236320141554,975389335775199232,,negatif
1916853066902737379,Tue Apr 29 05:15:57 +0000 2025,0,@kompascom Ohh jadi pengakuan Pertamina dan instansi lainnya mereka merugi mulu karna instansi pemerintah pada ngutang ke BUMN yaa..? Pantas aja sih selain di korupsi ternyata instansi pemerintah ngutang juga dan minta di putihkan pula. Aduh aduh kasihan rakyat!?!?!?,1917085426206314962,,kompascom,in,,0,0,0,https://x.com/undefined/status/1917085426206314962,709030190156881922,,netral
1917085330144198857,Tue Apr 29 05:15:35 +0000 2025,1643,Burj Khalifa gedung tertinggi di dunia dgn biaya pembangunannya ± 22 3 triliun. Sementara korupsi Pertamina? 1000 triliun. Artinya duit hasil korupsi itu bisa bangun 45 Burj Khalifa. Bayangin bukan satu... tapi 45 gedung tertinggi di dunia. Gila nggak tuh koruptor Indonesia. https://t.co/iG4DLGAPGn,1917085330144198857,https://pbs.twimg.com/media/Gpra8tebEAIQPpQ.jpg,,in,,20,158,726,https://x.com/undefined/status/1917085330144198857,947632364003368961,,netral
1916800458896904280,Tue Apr 29 04:51:41 +0000 2025,0,@Rocky_Antonie Berarti ahok jadi komut pertamina biar bisa korupsi utk pdip ya,1917079315612897668,,Rocky_Antonie,in,,0,0,0,https://x.com/undefined/status/1917079315612897668,1795972271611486208,,netral
1916707099377295763,Tue Apr 29 04:16:52 +0000 2025,2,@OscarDarmawan Diera ini yg mdh cari duit ya lewat kekuasaan mengarahkan utk membeli prodak atau korupsi dengan memanfaatkan kekuasaan pertamina contohnya jual pertalit tapi ganti merek pertamak,1917070553657315533,,OscarDarmawan,in,,0,0,1,https://x.com/undefined/status/1917070553657315533,1450037307826860039,,positif
1917065466838946175,Tue Apr 29 03:56:39 +0000 2025,0,Kejagung Periksa Direktur Adaro terkait Kasus Korupsi Minyak Mentah Pertamina https://t.co/SeRsaNCD0W,1917065466838946175,,,in,,0,0,0,https://x.com/undefined/status/1917065466838946175,231355136,,netral
1917064020332581278,Tue Apr 29 03:50:54 +0000 2025,6,️Flash News️ Nama Direktur Keuangan $ADMR ikut diperiksa sebagai saksi dalam kasus korupsi Pertamina. Karena hanya diperiksa sebagai saksi news ini tidak berdampak pada pergerakan harga $ADMR hari ini (29/04/2025). https://t.co/CkW8K2F3IC,1917064020332581278,https://pbs.twimg.com/media/GprHAbubEAEOZ06.png,,in,,0,2,0,https://x.com/undefined/status/1917064020332581278,1409160713252179975,,netral
1917050464547328152,Tue Apr 29 02:57:02 +0000 2025,12,Sambil tetap menyerukan #TolakRUUKejaksaan mari kita kawal terus kasus korupsi Pertamina. Ratusan T pasti ada kakapnya bukan sekedar kelas teri. Jangan nanti malah menguap tak tentu rimbanya.. https://t.co/hferkoi9sv https://t.co/VI1ToctG9t,1917050464547328152,https://pbs.twimg.com/media/Gpq7Oa9WsAA_5Of.jpg,,in,,0,2,8,https://x.com/undefined/status/1917050464547328152,1370742494778912776,,negatif
1916838157200560528,Tue Apr 29 02:44:57 +0000 2025,0,@profesor_saham Wkwkwk garuda pln pertamina antam dll jg kl pidato sih kayak yg paling iye. Ujungnya ya korupsi juga ,1917047422485954574,,profesor_saham,in,,0,0,1,https://x.com/undefined/status/1917047422485954574,1576778911874420736,,negatif
1917038038573896103,Tue Apr 29 02:14:48 +0000 2025,0,@OposisiCerdas Keciiil itu.. Pertamina sendiri sanggup korupsi 980T kog,1917039836550336802,,OposisiCerdas,in,,0,0,0,https://x.com/undefined/status/1917039836550336802,1567446979533488128,,netral
1916643965920567615,Tue Apr 29 01:54:13 +0000 2025,2,@insidefolkative @grok apakah dia cantik karena uang korupsi Pertamina? Kalo iya aku harus bagaimana ?,1917034657452794272,,insidefolkative,in,,0,0,0,https://x.com/undefined/status/1917034657452794272,1409020642599469069,,netral
1917028795711738169,Tue Apr 29 01:30:56 +0000 2025,0,Kejagung Periksa Direktur Keuangan Adaro di Kasus Korupsi Pertamina https://t.co/wFx8q2FDj9,1917028795711738169,,,in,,10,0,0,https://x.com/undefined/status/1917028795711738169,1578222594,,netral
1916780923015803386,Tue Apr 29 01:16:19 +0000 2025,5,@republikaonline Di sisi lain pertamina dirut nya korupsi di sisi lain angkatan perang yg sdh dpt anggaran berhutang dan meminta hutangnya di putihkan. Kl seperti ini bkn nya sama saja ya..cuma cara nya yg 1 kasar dan yg 1 lg halus. Gimana hutang negara ga makin bengkak ?,1917025117454143781,,republikaonline,in,,1,0,2,https://x.com/undefined/status/1917025117454143781,4269766768,,netral
1916853066902737379,Tue Apr 29 01:11:11 +0000 2025,0,@JawisN @kompascom KPK bisa usut kasus utang TNI AL ke Pertamina jika ada dugaan korupsi seperti suap atau penyalahgunaan dana. Putusan Mahkamah Konstitusi 2024 memperbolehkan KPK menyelidiki personel militer jika kasus dimulai di bawah yurisdiksinya. Namun belum ada bukti publik yang menunjukkan,1917023825910501849,,JawisN,in,,0,0,0,https://x.com/undefined/status/1917023825910501849,1720665183188922368,,netral
1916895262142009469,Tue Apr 29 01:09:49 +0000 2025,33,@kozirama Ibnu sutowo korupsi pertamina,1917023483797901627,,kozirama,in,,0,0,0,https://x.com/undefined/status/1917023483797901627,1418949321496616961,,netral
1917015927180386720,Tue Apr 29 00:39:48 +0000 2025,0,Kasus ijazah naik trus..... Kasus pagar hilang Timah hilang Gamma hilang Pertamina oplos hilang KASUS IJAZAH HANYA PENGALIHAN ISU KORUPSI YANG BESAR....melibatkan para petinggi....,1917015927180386720,,,in,,0,1,0,https://x.com/undefined/status/1917015927180386720,844145068906692608,,netral
1916780923015803386,Mon Apr 28 23:47:04 +0000 2025,1,@republikaonline Minta sama kejaksaan agung saja. Itu Korupsi pertamina kan hampir 1.000 triliun. Sekalian sisanya bisa utk operasional TNI AL 40 tahun,1917002659237867940,,republikaonline,in,,0,0,1,https://x.com/undefined/status/1917002659237867940,58825602,,negatif
1917002616611213741,Mon Apr 28 23:46:54 +0000 2025,1,Piye gak cantik tekan duit korupsi pertamina ,1917002616611213741,,,in,,0,0,1,https://x.com/undefined/status/1917002616611213741,488206149,,negatif
1916713694010241238,Mon Apr 28 18:15:10 +0000 2025,0,@ApriliaLin Peelu kalian tahu isu inazah palsu sangat masif bergerak dan menutup korupsi pertamina dan BUMN. sekian dari saya .,1916919133217952104,,ApriliaLin,in,,0,0,0,https://x.com/undefined/status/1916919133217952104,1891913776791945216,,netral
1916853066902737379,Mon Apr 28 17:37:35 +0000 2025,0,@kompascom Kok bisa minta begitu yaa lah Pertamina aja lagi banyak rugi karena korupsi kemaren terus mau nutupin biaya dari Pertamina untuk segala macam produksinya gimana tuh,1916909673133052293,,kompascom,in,,0,0,0,https://x.com/undefined/status/1916909673133052293,1258576436274671616,,negatif
1916403220282544147,Mon Apr 28 17:19:05 +0000 2025,7,@KompasTV Pak Prabowo selalu mau mencari panggung dunia. Beliau tidak mampu mengurus masalah dalam negri seperti MBG amburadul IKN mangkrak PHK massal Mega korupsi Pertamina defisit APBN Gibran diminta turun Sehingga cari pelarian ke luar negri mengurusi yang bukan urusannya!,1916905019175219343,,KompasTV,in,,0,0,0,https://x.com/undefined/status/1916905019175219343,1494882723923906561,,negatif
1916704274681114725,Mon Apr 28 16:42:02 +0000 2025,0,@kangdede78 Dan korupsi nya ank BUMN jga GK main² Hampir 120X lipat Pertamina,1916895696571322425,,kangdede78,in,,0,0,0,https://x.com/undefined/status/1916895696571322425,1912430205857333248,,netral
1916805687251739131,Mon Apr 28 16:33:02 +0000 2025,0,@___strR0bbo Hasil korupsi Pertamina ,1916893428853645478,,___strR0bbo,in,,0,0,0,https://x.com/undefined/status/1916893428853645478,1479786527110488065,,negatif
1916853066902737379,Mon Apr 28 16:30:45 +0000 2025,0,@terduduki @kompascom Mana mungkin duit receh gitu bikin pertamina rugi. Korupsi ratusan triliun kalo mau bikin pertamina rugi mah,1916892856377286784,,terduduki,in,,0,0,0,https://x.com/undefined/status/1916892856377286784,1780902116816740352,,negatif
1916804802627133506,Mon Apr 28 15:45:08 +0000 2025,4,@mardigu024 @KejaksaanRI @KPK_RI @OCCRP @cnni @Dennysiregar7 @aniesbaswedan @tomlembong @tempodotco Korupsi pertamina 1000 trilyunan lenyap kasusnya korupsi timah 271 trilyunan juga nggak jelas dikembalikan ke negara atau korupsi PT antam ratusan trilyunan juga senyap PLN dll.... ⁉️,1916881375212474858,,mardigu024,in,,0,0,1,https://x.com/undefined/status/1916881375212474858,1904922401089216513,,netral
1916431302867247138,Mon Apr 28 15:12:07 +0000 2025,0,@LexWu_13 Bisa dipastikan korupsi di segala bidang yang memiliki sumber uang. Sebut saja Pertamina itu yang kemarin kasusnya mencuat ga menutup kemungkinan kalau BUMN lain juga serupa seperti PLN juga merugi terus padahal gaada rival...,1916873064488526028,,LexWu_13,in,,0,0,0,https://x.com/undefined/status/1916873064488526028,1577306741821575169,,netral
1916838157200560528,Mon Apr 28 15:02:05 +0000 2025,0,@profesor_saham Pertamina aja bisa rugi ratusan triliun apalagi ini bumn semua digabungin bisa dahsyat juga ini kalo korupsi bancakan,1916870542461751624,,profesor_saham,in,,0,0,0,https://x.com/undefined/status/1916870542461751624,1850779175944368128,,netral
1916851797752271312,Mon Apr 28 13:47:36 +0000 2025,0,Dulu yg urusi proses di kilang pembelian &amp; pemasaran dilakukan oleh Pertamina Perbekalan Dalam Negeri. Sejak maraknya bentuk anak peruh malah dimanfaatkan sbg sarang korupsi. SepPertamina Niaga,1916851797752271312,,,in,,0,0,0,https://x.com/undefined/status/1916851797752271312,948751735392120832,,positif
1916850601515745302,Mon Apr 28 13:42:51 +0000 2025,1,and ppl wonder kenapa pertamina ga kaya kaya - korupsi di tahun politik (disetor ke partai buat subsidi kampanye) - korupsinya diumumin (agenda politik buat bagi bagi jabatan di posisi yang lengser tadi) -uang subsidi ga dilunasin ditambah ini ,1916850601515745302,,,in,,0,1,0,https://x.com/undefined/status/1916850601515745302,1337733555472846848,,netral
1916818698553499939,Mon Apr 28 13:08:58 +0000 2025,0,@worksfess Pertamina patra niaga Meskipun kena kasus yg korupsi Tp apa aku salah pengen kerha disanameski bukan di pusat semoga yg cabangnga baik baik aja,1916842074730635584,,worksfess,in,,0,0,0,https://x.com/undefined/status/1916842074730635584,1602947535743594496,,negatif
1916841501843443814,Mon Apr 28 13:06:41 +0000 2025,1,Kasian pertamina kalo gini ga dianggap korupsi padahal merugikan negara,1916841501843443814,,,in,,0,0,1,https://x.com/undefined/status/1916841501843443814,398101637,,negatif
1916832228677652813,Mon Apr 28 12:41:10 +0000 2025,1,@Narasi_winda Duitnya juga pasti di korupsi tuh mbak @Narasi_winda ... Pertamina jd bahan bancakan sejak dulu kala dan anehnya koq mau aja ya...?? ‍️,1916835078165991714,,Narasi_winda,in,,0,1,0,https://x.com/undefined/status/1916835078165991714,941458748,,netral
1916782363406659908,Mon Apr 28 12:14:56 +0000 2025,0,@kompascom nggak usah dibayar pertamina aja korupsi 950T suruh bayar yg korupsi,1916828476444999835,,kompascom,in,,0,0,0,https://x.com/undefined/status/1916828476444999835,1121436493203922945,,negatif
1916813394000203943,Mon Apr 28 11:56:33 +0000 2025,0,@TirtoID Gpp kan korupsi pertamina hampir 1.000 triliun. Kapan duitnya dibalikin?,1916823850446438601,,TirtoID,in,,0,1,1,https://x.com/undefined/status/1916823850446438601,58825602,,negatif
1916770515131551941,Mon Apr 28 11:16:53 +0000 2025,7,@geloraco Media jangan terpancing dg isu ijazah palsu kawal terus kasus mega korupsi pagar laut pertamina emas dll ayooo mereka tdk serius sbb saling sandera,1916813868179066964,,geloraco,in,,0,0,1,https://x.com/undefined/status/1916813868179066964,3061557445,,negatif
1916797943220511115,Mon Apr 28 10:13:36 +0000 2025,2,Kalau investigasi pagar laut di Tangerang dilakukan dng benar pasti ada orang kuat yg terlibat oligarki jg terlibat. Makanya yg jadi tersangka cuma kelas teri berhenti di Kades dan Sekdes Kohod. Yang penting ada tersangkanya. Seperti jg kasus korupsi Pertamina pasti aman. https://t.co/MWT6yPEeA3,1916797943220511115,https://pbs.twimg.com/media/GpnVkj-bwAAexME.jpg,,in,,0,0,1,https://x.com/undefined/status/1916797943220511115,938664737369341952,,positif
1916792482274369599,Mon Apr 28 09:51:54 +0000 2025,0,Iya itu kasus korupsi timah pertamina antam apa kabar ya,1916792482274369599,,,in,,0,0,0,https://x.com/undefined/status/1916792482274369599,215666354,,netral
1916774290298687679,Mon Apr 28 08:39:37 +0000 2025,400,Kalian meributkan udah 20 sama 20 13 atau 2 dll. Udah lah... ada hal lain yg lebih penting kita ributkan yaitu pemerintah yg dzalim. Ada anak2 yg keracunan MBG yg lebih dekat dengan kita dibanding gelar itu atau sampai di mana korupsi Pertamina dll. #BenerinPeci,1916774290298687679,,,in,,6,17,138,https://x.com/undefined/status/1916774290298687679,202528790,,negatif
1916110747639361992,Sat Apr 26 22:35:09 +0000 2025,0,@maureen_hdc @mas_veel Ah masa?? Yg pertamina dll cuannya korupsi lbih dr 10thn kan kan kan,1916259783214305663,,maureen_hdc,in,,0,0,0,https://x.com/undefined/status/1916259783214305663,1334009559199858688,,negatif
1916122031407698244,Sat Apr 26 13:29:42 +0000 2025,0,@fieldworker19 Tidak Indonesia tidak akan bubar dalam waktu dekat meskipun korupsi di pemerintahan menjadi isu serius. Data menunjukkan skor Indeks Persepsi Korupsi 2024 adalah 37/100 membaik dari tahun sebelumnya. Upaya pemberantasan korupsi seperti kerja KPK dan transparansi di Pertamina ,1916122516600590818,,fieldworker19,in,,0,0,0,https://x.com/undefined/status/1916122516600590818,1720665183188922368,,positif
1915404444222787999,Sat Apr 26 11:21:37 +0000 2025,0,@hnirankara Logika sederhana nya ya bayar aja defisit nya dengan uang dari hasil korupsi pertamina kan 1000 triliun masih lebih kok.,1916090281537245462,,hnirankara,in,,0,0,0,https://x.com/undefined/status/1916090281537245462,1913742708,,negatif
1916033730440843436,Sat Apr 26 08:08:24 +0000 2025,0,@prabowo @pertamina Belum lagi korupsi lainnya pelaku korupsi bagi saya bukanlah manusia tetapi iblis. Biadab mereka. DEMI BANGSA lakukan yg terbaik pak @prabowo jika terlambat sangat bahaya. Terimakasih,1916041660938469651,,wajah__baru,in,,0,1,0,https://x.com/undefined/status/1916041660938469651,1891853560389959680,,netral
